SampleID,name,Type,Group
P793,Dinoroseobacter_shibae_DFL_12___DSM_16493_strain_DFL_12,aerobe,group1
P803,Dyadobacter_fermentans_DSM_18053_strain_DSM_18053,aerobe,group1
P804,Dyella_japonica_A8_strain_A8,aerobe,group1
P805,Dyella_thiooxydans_strain_ATSB10,aerobe,group2
P806,Echinicola_strongylocentroti_strain_MEBiC08714,aerobe,group1
P808,Edwardsiella_piscicida_C07087_strain_C07087,aerobe,group1
P810,Elizabethkingia_anophelis_FMS007_strain_FMS007,aerobe,group1
P811,Elizabethkingia_bruuniana_strain_FDAARGOS_1031,aerobe,group2
P812,Elizabethkingia_miricola_strain_BM10,aerobe,group1
P813,Elizabethkingia_ursingii_strain_G4123,aerobe,group1
P815,Empedobacter_falsenii_strain_16811,aerobe,group1
P816,Ensifer_adhaerens_strain_Casida_A,aerobe,group1
P817,Ensifer_alkalisoli_strain_YIC4027,aerobe,group1
P843,Enterococcus_faecium_strain_A_020709_82,aerobe,group1
P844,Enterococcus_gallinarum_strain_EGM181,aerobe,group1
P845,Enterococcus_gilvus_strain_CR1,aerobe,group2
P846,Enterococcus_hirae_strain_13144,aerobe,group2
P847,Enterococcus_lactis_strain_KCTC_21015,aerobe,group1
P848,Enterococcus_mundtii_QU_25_strain_QU25,aerobe,group1
P851,Enterococcus_thailandicus_strain_a523,aerobe,group1
P856,Erwinia_billingiae_Eb661_strain_Eb661,aerobe,group1
P862,Erythrobacter_litoralis_HTCC2594_strain_HTCC2594,aerobe,group1
P1185,Exiguobacterium_antarcticum_B7_strain_Eab7,aerobe,group1
P1186,Exiguobacterium_mexicanum_strain_AEM,aerobe,group1
P1202,Flavobacterium_anhuiense_strain_GSE09,aerobe,group1
P1203,Flavobacterium_arcticum_strain_SM1502,aerobe,group1
P1204,Flavobacterium_branchiophilum_FL15_strain_FL15,aerobe,group1
P1206,Flavobacterium_crassostreae_strain_LPB0076,aerobe,group1
P1207,Flavobacterium_crocinum_strain_HYN0056,aerobe,group1
P1208,Flavobacterium_gilvum_strain_EM1308,aerobe,group2
P1209,Flavobacterium_haoranii_strain_KCTC_23008,aerobe,group1
P1210,Flavobacterium_indicum_GPTSA1009___DSM_17447_strain_GPTSA1009,aerobe,group2
P1211,Flavobacterium_johnsoniae_UW101_strain_UW101__ATCC_17061,aerobe,group1
P1212,Flavobacterium_kingsejongi_strain_WV39,aerobe,group2
P1213,Flavobacterium_magnum_strain_HYN0048,aerobe,group1
P1214,Flavobacterium_pallidum_strain_HYN0049,aerobe,group2
P1215,Flavobacterium_psychrophilum_FPG101_strain_FPG101,aerobe,group1
P1216,Flavobacterium_sediminis_strain_MEBiC07310,aerobe,group1
P1219,Fluoribacter_dumoffii_TexKL_strain_TexKL,aerobe,group1
P1220,Fluviicola_taffensis_DSM_16823_strain_DSM_16823,aerobe,group1
P1221,Francisella_hispaniensis_FSC454_strain_CCUG_58020,aerobe,group1
P1222,Francisella_tularensis_subsp_novicida_U112_strain_U112,aerobe,group1
P1223,Frankia_casuarinae_strain_CcI3,aerobe,group2
P1254,Gemmatimonas_aurantiaca_T27_strain_T27,aerobe,group2
P1255,Geobacillus_kaustophilus_NBRC_102445_strain_NBRC_102445,aerobe,group1
P1267,Geodermatophilus_obscurus_DSM_43160_strain_DSM_43160,aerobe,group2
P1268,Gilliamella_apicola_strain_wkB7,aerobe,group2
P1269,Glaesserella_parasuis_D74_strain_D74,aerobe,group1
P1270,Gluconacetobacter_diazotrophicus_PA1_5_strain_PAl_5,aerobe,group2
P1271,Gluconobacter_oxydans_621H_strain_621H,aerobe,group1
P1272,Glutamicibacter_halophytocola_strain_DR408,aerobe,group1
P1273,Glutamicibacter_nicotianae_strain_OTC16,aerobe,group2
P1274,Gordonia_bronchialis_DSM_43247_strain_DSM_43247,aerobe,group1
P1275,Gordonia_phthalatica_strain_QH11,aerobe,group1
P1278,Gramella_forsetii_KT0803_strain_KT0803,aerobe,group1
P1279,Gramella_salexigens_strain_LPB0144,aerobe,group1
P1280,Granulibacter_bethesdensis_CGDNIH4_strain_CGDNIH4,aerobe,group1
P1281,Granulicella_tundricola_MP5ACTX9_strain_MP5ACTX9,aerobe,group2
P1282,Grimontia_hollisae_strain_2013V1029,aerobe,group1
P1283,Haemophilus_aegyptius_strain_NCTC8502,aerobe,group2
P1284,Haemophilus_ducreyi_35000HP_strain_35000HP,aerobe,group1
P1285,Haemophilus_haemolyticus_strain_M19345,aerobe,group1
P1298,Haemophilus_parahaemolyticus_strain_FDAARGOS_1199,aerobe,group1
P1299,Haemophilus_parainfluenzae_strain_FDAARGOS_1000,aerobe,group1
P1300,Haemophilus_pittmaniae_strain_NCTC13334,aerobe,group1
P1303,Haliangium_ochraceum_DSM_14365_strain_DSM_14365,aerobe,group1
P1304,Halioglobus_pacificus_strain_RR357,aerobe,group2
P1305,Halobacillus_halophilus_strain_HL2HP6,aerobe,group2
P1306,Halobacillus_litoralis_strain_ERB_031,aerobe,group2
P1307,Halobacillus_mangrovi_strain_KTB_131,aerobe,group1
P1308,Halomonas_beimenensis_strain_NTU111,aerobe,group2
P1309,Halomonas_campaniensis_strain_LS21,aerobe,group1
P1311,Halomonas_titanicae_strain_ANRCS81,aerobe,group1
P1312,Halomonas_ventosae_strain_NRS2HaP1,aerobe,group1
P1314,Halothiobacillus_neapolitanus_c2_strain_c2,aerobe,group1
P1315,Helicobacter_bizzozeronii_CIII1_strain_CIII1,aerobe,group2
P1316,Helicobacter_canadensis_,aerobe,group1
P1317,Helicobacter_canis_,aerobe,group1
P1318,Helicobacter_cetorum_MIT_007128_strain_MIT_007128,aerobe,group1
P1319,Helicobacter_cinaedi_,aerobe,group2
P1320,Helicobacter_heilmannii_ASB14_strain_type_strain3AASB14,aerobe,group2
P1321,Helicobacter_himalayensis_strain_YS1,aerobe,group1
P1322,Helicobacter_mustelae_12198_strain_12198,aerobe,group1
P1323,Helicobacter_pullorum_strain_NCTC13154,aerobe,group1
P1324,Helicobacter_pylori_,aerobe,group2
P1328,Helicobacter_typhlonius_strain_MIT_976810,aerobe,group1
P1330,Herbaspirillum_huttiense_strain_NFYY_53159,aerobe,group1
P1331,Herbaspirillum_robiniae_strain_AA6,aerobe,group1
P1333,Hirschia_baltica_ATCC_49814_strain_ATCC_49814,aerobe,group1
P1334,Histophilus_somni_2336_strain_2336,aerobe,group1
P1338,Hydrogenobaculum_sp_Y04AAS1_strain_Y04AAS1,aerobe,group2
P1339,Hydrogenophaga_pseudoflava_strain_DSM_1084,aerobe,group1
P1340,Hydrogenovibrio_thermophilus_strain_JR2,aerobe,group1
P1341,Hymenobacter_nivis_strain_NBRC_111535,aerobe,group1
P1342,Hyphomicrobium_denitrificans_ATCC_51888_strain_ATCC_51888,aerobe,group1
P1343,Hyphomicrobium_nitrativorans_NL23_strain_NL23,aerobe,group2
P1344,Hyphomonas_neptunium_ATCC_15444_strain_ATCC_15444,aerobe,group1
P1345,Idiomarina_loihiensis_L2TR_strain_L2TR,aerobe,group1
P1349,Intrasporangium_calvum_DSM_43043_strain_DSM_43043,aerobe,group1
P1351,Isosphaera_pallida_ATCC_43644_strain_ATCC_43644,aerobe,group1
P1352,Janibacter_limosus_strain_P33X1,aerobe,group2
P1353,Janibacter_melonis_strain_M714,aerobe,group1
P1354,Jannaschia_sp_CCS1_strain_CCS1,aerobe,group1
P1355,Janthinobacterium_agaricidamnosum_strain_BHSEK,aerobe,group1
P1356,Janthinobacterium_lividum_strain_EIF1,aerobe,group2
P1359,Kaistella_carnis_strain_G0081,aerobe,group2
P1360,Kaistella_jeonii_strain_NCTC13459,aerobe,group2
P1364,Kineococcus_radiotolerans_SRS30216___ATCC_BAA149_strain_SRS30216,aerobe,group1
P1365,Kingella_kingae_strain_ATCC_23332,aerobe,group1
P1366,Klebsiella_michiganensis_E718_strain_E718,aerobe,group1
P1367,Klebsiella_oxytoca_,aerobe,group1
P1514,Klebsiella_quasipneumoniae_,aerobe,group1
P1515,Klebsiella_variicola_At22_strain_At22,aerobe,group1
P1516,Kluyvera_intermedia_strain_HR2,aerobe,group1
P1517,Kocuria_rhizophila_DC2201_strain_DC2201,aerobe,group2
P1518,Kocuria_rosea_strain_ATCC_186,aerobe,group1
P1519,Kocuria_turfanensis_strain_HO9042,aerobe,group1
P1521,Kosakonia_radicincitans_DSM_16656_strain_DSM_16656,aerobe,group1
P1523,Kozakia_baliensis_strain_NBRC_16680,aerobe,group1
P1524,Kribbella_flavida_DSM_17836_strain_DSM_17836,aerobe,group1
P1525,Kurthia_zopfii_strain_NCTC404,aerobe,group1
P1526,Kyrpidia_spormannii_strain_COOX1,aerobe,group2
P1527,Kyrpidia_tusciae_DSM_2912_strain_DSM_2912,aerobe,group2
P1528,Kytococcus_sedentarius_DSM_20547_strain_DSM_20547,aerobe,group1
P1613,Lactobacillus_oligofermentans_DSM_15707___LMG_22743_,aerobe,group1
P1623,Lactobacillus_sakei_subsp_sakei_23K_strain_23K,aerobe,group1
P1626,Lactobacillus_taiwanensis_strain_CLG01,aerobe,group1
P1652,Latilactobacillus_sakei_,aerobe,group1
P1656,Leadbetterella_byssophila_DSM_17132_strain_DSM_17132,aerobe,group1
P1657,Legionella_anisa_,aerobe,group2
P1658,Legionella_fallonii_LLAP10_strain_LLAP10,aerobe,group1
P1659,Legionella_geestiana_strain_1308,aerobe,group1
P1660,Legionella_hackeliae_strain_ATCC_35250,aerobe,group2
P1661,Legionella_jordanis_strain_NCTC11533,aerobe,group1
P1662,Legionella_lansingensis_strain_NCTC12830,aerobe,group1
P1663,Legionella_longbeachae_NSW150_strain_NSW150,aerobe,group1
P1664,Legionella_oakridgensis_ATCC_33761___DSM_21215_strain_ATCC_33761___DSM_21215__OR10,aerobe,group1
P1665,Legionella_pneumophila_strain_AUSMDU00010536,aerobe,group1
P1666,Legionella_sainthelensi_strain_LA01117,aerobe,group1
P1667,Legionella_spiritensis_strain_NCTC11990,aerobe,group1
P1668,Legionella_waltersii_strain_NCTC13017,aerobe,group2
P1669,Leifsonia_xyli_subsp_xyli_str_CTCB07_strain_CTCB07,aerobe,group1
P1670,Lelliottia_amnigena_strain_FDAARGOS_1446,aerobe,group1
P1675,Leptospira_borgpetersenii_serovar_Hardjobovis_JB197,aerobe,group1
P1676,Leptothrix_cholodnii_SP6_strain_SP6,aerobe,group1
P1686,Leuconostoc_gelidum_JB7_strain_JB7,aerobe,group1
P1711,Levilactobacillus_koreensis_strain_2625,aerobe,group1
P1712,Levilactobacillus_zymae_strain_ACADC_3411,aerobe,group1
P1753,Loigolactobacillus_backii_strain_TMW_11991,aerobe,group1
P1755,Luteibacter_rhizovicinus_DSM_16549_strain_LJ96,aerobe,group1
P1756,Lysinibacillus_parviboronicapiens_strain_VT1065,aerobe,group2
P1757,Lysinibacillus_sphaericus_C341_strain_C341,aerobe,group2
P1758,Lysobacter_enzymogenes_strain_C3,aerobe,group1
P1759,Lysobacter_gummosus_strain_3211,aerobe,group1
P1760,Lysobacter_soli_strain_XL170,aerobe,group1
P1765,Magnetospirillum_gryphiswaldense_MSR1_v2_strain_MSR1,aerobe,group1
P1767,Malaciobacter_halophilus_strain_CCUG_53805,aerobe,group2
P1768,Malaciobacter_marinus_strain_JCM_15502,aerobe,group1
P1769,Malaciobacter_mytili_LMG_24559_strain_LMG_24559,aerobe,group2
P1771,Maribacter_dokdonensis_strain_MAR_2009_60,aerobe,group1
P1773,Marinithermus_hydrothermalis_DSM_14884_strain_DSM_14884,aerobe,group1
P1775,Marinobacter_adhaerens_strain_HP15B,aerobe,group1
P1777,Marinobacter_psychrophilus_strain_20041,aerobe,group1
P1778,Marinobacter_salinus_strain_Hb8,aerobe,group1
P1780,Marinomonas_arctica_strain_BSI20414,aerobe,group1
P1781,Marinomonas_sp_MWYL1_strain_MWYL1,aerobe,group1
P1782,Martelella_mediterranea_DSM_17316_strain_MACL11,aerobe,group2
P1783,Massilia_armeniaca_strain_ZMN3,aerobe,group1
P1784,Massilia_flava_strain_DSM_26639,aerobe,group2
P1785,Massilia_lutea_strain_DSM_17473,aerobe,group2
P1786,Massilia_oculi_strain_CCUG_43427,aerobe,group1
P1787,Massilia_plicata_strain_DSM_17505,aerobe,group1
P1788,Massilia_putida_strain_6NM7,aerobe,group1
P1793,Meiothermus_ruber_DSM_1279_strain_DSM_1279,aerobe,group2
P1800,Mesorhizobium_japonicum_MAFF_303099_strain_MAFF_303099,aerobe,group2
P1801,Mesorhizobium_oceanicum_strain_B7,aerobe,group2
P1804,Methylacidiphilum_infernorum_V4_strain_V4,aerobe,group1
P1806,Methylobacillus_flagellatus_KT_strain_KT,aerobe,group2
P1807,Methylobacterium_aquaticum_strain_MA22A,aerobe,group1
P1808,Methylobacterium_brachiatum_strain_TX0642,aerobe,group2
P1809,Methylobacterium_currus_strain_PR1016A,aerobe,group1
P1810,Methylobacterium_nodulans_ORS_2060_strain_ORS_2060,aerobe,group1
P1811,Methylobacterium_oryzae_CBMB20_strain_CBMB20,aerobe,group1
P1812,Methylobacterium_phyllosphaerae_strain_CBMB27,aerobe,group2
P1813,Methylocella_silvestris_BL2_strain_BL2,aerobe,group1
P1814,Methylococcus_capsulatus_str_Bath_strain_Bath,aerobe,group1
P1815,Methylocystis_heyeri_strain_H2,aerobe,group1
P1816,Methylomonas_paludis_strain_S2AM,aerobe,group1
P1817,Methylophaga_nitratireducenticrescens_strain_GP59,aerobe,group2
P1818,Methylorubrum_extorquens_AM1_strain_AM1,aerobe,group2
P1819,Methylorubrum_populi_BJ001_strain_BJ001,aerobe,group2
P1820,Methylotenera_mobilis_JLW8_strain_JLW8,aerobe,group1
P1821,Methylovorus_glucosetrophus_SIP34_strain_SIP34,aerobe,group2
P1822,Microbacterium_aurum_strain_KACC_15219,aerobe,group1
P1823,Microbacterium_hominis_strain_01094,aerobe,group2
P1824,Microbacterium_hydrocarbonoxydans_strain_MarseilleP2596,aerobe,group2
P1825,Microbacterium_lemovicicum_strain_Viu22,aerobe,group1
P1826,Microbacterium_oleivorans_strain_A9,aerobe,group1
P1827,Microbacterium_oryzae_strain_MB10,aerobe,group1
P1828,Microbacterium_oxydans_strain_HG3,aerobe,group1
P1829,Microbacterium_paludicola_strain_CC3,aerobe,group1
P1830,Microbacterium_paraoxydans_strain_70447,aerobe,group1
P1831,Microbacterium_sediminis_strain_YLB01,aerobe,group1
P1832,Microbulbifer_aggregans_strain_CCBMM1,aerobe,group1
P1835,Micrococcus_luteus_NCTC_2665_strain_NCTC_2665__Fleming_2665_,aerobe,group1
P1836,Microcystis_aeruginosa_NIES843_strain_NIES843,aerobe,group2
P1837,Microlunatus_sagamiharensis_strain_DSM_21743,aerobe,group2
P1838,Microlunatus_soli_strain_DSM_21800,aerobe,group1
P1839,Micromonospora_aurantiaca_ATCC_27029_strain_ATCC_27029,aerobe,group1
P1840,Micromonospora_endophytica__Xie_et_al_2001__Li_et_al_2019_strain_NBRC_109090,aerobe,group1
P1841,Micromonospora_rifamycinica_strain_DSM_44983,aerobe,group1
P1842,Micromonospora_terminaliae_strain_DSM_101760,aerobe,group1
P1843,Micromonospora_zamorensis_strain_DSM_45600,aerobe,group1
P1844,Microterricola_viridarii_strain_ERGS53A02,aerobe,group2
P1851,Moraxella_bovoculi_strain_22581,aerobe,group2
P1852,Moraxella_catarrhalis_BBH18_strain_BBH18,aerobe,group2
P1853,Moraxella_nonliquefaciens_strain_FDAARGOS_1006,aerobe,group1
P1854,Mucilaginibacter_gossypii_strain_P3,aerobe,group2
P1855,Mucilaginibacter_mallensis_strain_MP1X4,aerobe,group1
P1857,Mucilaginibacter_rubeus_strain_P1,aerobe,group1
P1860,Mycobacterium_abscessus,aerobe,group1
P1861,Mycobacterium_avium_strain_HJW,aerobe,group1
P1862,Mycobacterium_branderi_strain_JCM_12687,aerobe,group1
P1863,Mycobacterium_florentinum_strain_JCM_14740,aerobe,group2
P1864,Mycobacterium_haemophilum_DSM_44634_strain_ATCC_29548,aerobe,group1
P1865,Mycobacterium_heckeshornense_strain_JCM_15655,aerobe,group1
P1866,Mycobacterium_heidelbergense_strain_JCM_14842,aerobe,group1
P1867,Mycobacterium_intracellulare_ATCC_13950_strain_ATCC_13950,aerobe,group1
P1868,Mycobacterium_kubicae_strain_JCM_13573,aerobe,group1
P1869,Mycobacterium_lacus_strain_JCM_15657,aerobe,group1
P1870,Mycobacterium_paraintracellulare_strain_JCM_30622,aerobe,group1
P1871,Mycobacterium_paraseoulense_strain_JCM_16952,aerobe,group1
P1872,Mycobacterium_riyadhense_strain_NTM,aerobe,group1
P1873,Mycobacterium_saskatchewanense_strain_JCM_13016,aerobe,group1
P1874,Mycobacterium_seoulense_strain_JCM_16018,aerobe,group1
P1875,Mycobacterium_shinjukuense_strain_JCM_14233,aerobe,group1
P1876,Mycobacterium_simiae_strain_JCM_12377,aerobe,group1
P1877,Mycobacterium_stomatepiae_strain_JCM_17783,aerobe,group1
P1878,Mycobacteroides_chelonae_CCUG_47445_strain_CCUG_47445,aerobe,group1
P1879,Mycobacteroides_saopaulense_strain_EPM10906,aerobe,group1
P1898,Mycolicibacter_terrae_strain_JCM_12143,aerobe,group1
P1880,Mycolicibacterium_alvei_strain_JCM_12272,aerobe,group1
P1881,Mycolicibacterium_aubagnense_strain_JCM_15296,aerobe,group1
P1882,Mycolicibacterium_aurum_,aerobe,group1
P1883,Mycolicibacterium_boenickei_strain_JCM_15653,aerobe,group2
P1884,Mycolicibacterium_chitae_strain_JCM_12403,aerobe,group2
P1885,Mycolicibacterium_chubuense_NBB4_strain_NBB4,aerobe,group1
P1886,Mycolicibacterium_doricum_strain_JCM_12405,aerobe,group1
P1887,Mycolicibacterium_duvalii_strain_JCM_6396,aerobe,group1
P1888,Mycolicibacterium_fallax_strain_JCM_6405,aerobe,group1
P1889,Mycolicibacterium_gadium_strain_JCM_12688,aerobe,group1
P1890,Mycolicibacterium_insubricum_strain_JCM_16366,aerobe,group1
P1891,Mycolicibacterium_litorale_strain_JCM_17423,aerobe,group1
P1892,Mycolicibacterium_moriokaense_strain_JCM_6375,aerobe,group1
P1893,Mycolicibacterium_neoaurum_strain_HGMS2,aerobe,group1
P1894,Mycolicibacterium_phocaicum_strain_JCM_15301,aerobe,group1
P1895,Mycolicibacterium_pulveris_strain_JCM_6370,aerobe,group1
P1896,Mycolicibacterium_rutilum_strain_DSM_45405,aerobe,group1
P1897,Mycolicibacterium_septicum_strain_PDNC012,aerobe,group1
P1899,Mycoplasma_leachii_PG50_strain_PG50,aerobe,group2
P1900,Mycoplasma_tullyi_strain_56A97T,aerobe,group1
P1901,Myroides_phaeus_strain_18QD1AZ29W,aerobe,group2
P1902,Myroides_profundi_strain_D25,aerobe,group1
P1903,Myxococcus_fulvus_HW1,aerobe,group2
P1905,Neisseria_animalis_strain_NCTC10212,aerobe,group2
P1908,Neisseria_canis_strain_NCTC10296,aerobe,group1
P1909,Neisseria_dentiae_strain_DSM_19151,aerobe,group1
P1910,Neisseria_elongata_strain_M15910,aerobe,group1
P1911,Neisseria_gonorrhoeae_FA_1090_strain_FA_1090,aerobe,group1
P1912,Neisseria_lactamica_02006_strain_02006,aerobe,group2
P1913,Neisseria_meningitidis_053442_strain_53442,aerobe,group1
P1914,Neisseria_mucosa_strain_FDAARGOS_758,aerobe,group1
P1915,Neisseria_musculi_strain_NW831,aerobe,group1
P1916,Neisseria_polysaccharea_strain_M18661,aerobe,group2
P1917,Neisseria_shayeganii_strain_DSM_22244,aerobe,group1
P1918,Neisseria_sicca_strain_DSM_17713,aerobe,group1
P1919,Neisseria_wadsworthii_strain_DSM_22245,aerobe,group2
P1920,Neisseria_weaveri_strain_NCTC12742,aerobe,group2
P1924,Niabella_soli_DSM_19437_strain_DSM_19437,aerobe,group1
P1928,Nitrosococcus_halophilus_Nc_4_strain_Nc_4,aerobe,group1
P1929,Nitrosomonas_europaea_ATCC_19718_strain_ATCC_19718,aerobe,group1
P1930,Nitrosospira_multiformis_ATCC_25196_strain_ATCC_25196,aerobe,group1
P1931,Nocardia_asteroides_strain_NCTC11293,aerobe,group2
P1932,Nocardia_cyriacigeorgica_GUH2_strain_GUH2,aerobe,group1
P1933,Nocardia_farcinica_IFM_10152_strain_IFM_10152,aerobe,group1
P1934,Nocardia_nova_SH22a_strain_SH22a,aerobe,group1
P1935,Nocardia_seriolae_strain_EM150506,aerobe,group1
P1936,Nocardia_terpenica_strain_AUSMDU00012715,aerobe,group1
P1937,Nocardioides_aquaticus_strain_KCTC_9944,aerobe,group1
P1938,Nocardioides_baekrokdamisoli_strain_KCTC_39748,aerobe,group2
P1939,Nocardioides_daphniae_strain_JCM_16608,aerobe,group1
P1940,Nocardioides_dokdonensis_FR1436_strain_FR1436,aerobe,group1
P1941,Nocardioides_houyundeii_strain_78,aerobe,group1
P1942,Nocardioides_humi_strain_DCY24,aerobe,group1
P1943,Nocardioides_mesophilus_strain_KACC_16243,aerobe,group2
P1944,Nocardioides_sp_JS614_strain_JS614,aerobe,group1
P1945,Nocardiopsis_gilva_YIM_90087_strain_YIM_90087,aerobe,group1
P1946,Nonlabens_spongiae_strain_JCM_13191,aerobe,group1
P1947,Nonlabens_tegetincola_strain_NBRC_100970,aerobe,group1
P1948,Nostoc_punctiforme_PCC_73102_strain_ATCC_29133__PCC_73102,aerobe,group1
P1949,Novosphingobium_aromaticivorans_DSM_12444_strain_DSM_12444,aerobe,group1
P1951,Novosphingobium_tardaugens_NBRC_16725_strain_NBRC_16725,aerobe,group1
P1952,Oblitimonas_alkaliphila_strain_C6819,aerobe,group1
P1953,Oceanobacillus_iheyensis_HTE831_strain_HTE831,aerobe,group2
P1957,Oligella_urethralis_strain_FDAARGOS_329,aerobe,group1
P1959,Onion_yellows_phytoplasma_oy_m,aerobe,group1
P1961,Ornithobacterium_rhinotracheale_ORTUMN_88_strain_ORTUMN_88,aerobe,group2
P1967,Paenarthrobacter_aurescens_TC1_strain_TC1__ATCC_BAA1386,aerobe,group1
P1969,Paenibacillus_baekrokdamisoli_strain_KCTC_33723,aerobe,group1
P1971,Paenibacillus_borealis_strain_DSM_13188,aerobe,group1
P1972,Paenibacillus_bovis_strain_BD3526,aerobe,group1
P1975,Paenibacillus_glucanolyticus_strain_DSM_5162,aerobe,group1
P1976,Paenibacillus_larvae_subsp_larvae_DSM_25430_strain_DSM_25430,aerobe,group1
P1977,Paenibacillus_lautus_strain_E759369,aerobe,group1
P1978,Paenibacillus_riograndensis_SBR5_,aerobe,group1
P1980,Paenibacillus_sonchi_strain_LMG_24727,aerobe,group1
P1983,Paenibacillus_stellifer_strain_DSM_14472,aerobe,group1
P1984,Paenibacillus_tritici_strain_PH551,aerobe,group1
P1990,Pandoraea_faecigallinarum_strain_DSM_23572,aerobe,group2
P1991,Pandoraea_sputorum_strain_DSM_21091,aerobe,group2
P1992,Pandoraea_thiooxydans_strain_ATSB16,aerobe,group1
P1997,Pantoea_dispersa_,aerobe,group1
P2010,Paraburkholderia_ginsengisoli_strain_FDAARGOS_1049,aerobe,group1
P2012,Paraburkholderia_megapolitana_strain_LMG_23650,aerobe,group1
P2013,Paraburkholderia_phenoliruptrix_BR3459a_strain_BR3459a,aerobe,group2
P2014,Paraburkholderia_phymatum_STM815_strain_STM815,aerobe,group1
P2015,Paraburkholderia_phytofirmans_OLGA172_strain_OLGA172,aerobe,group1
P2016,Paraburkholderia_terrae_strain_DSM_17804,aerobe,group1
P2017,Paraburkholderia_terricola_strain_mHS1,aerobe,group1
P2018,Paraburkholderia_tropica_strain_IAC135,aerobe,group1
P2019,Paracoccus_contaminans_strain_RKI_1601929T_LMG_29738T_CCM_8701T_CIP_111112T,aerobe,group1
P2020,Paracoccus_denitrificans_PD1222_strain_PD1222,aerobe,group1
P2021,Paracoccus_yeei_strain_CCUG_32053,aerobe,group1
P2024,Parageobacillus_toebii_NBRC_107807_strain_DSM_14590,aerobe,group2
P2026,Parvibaculum_lavamentivorans_DS1_strain_DS1,aerobe,group2
P2029,Parvularcula_bermudensis_HTCC2503_strain_HTCC2503,aerobe,group1
P2045,Pasteurella_skyensis_strain_95A1,aerobe,group1
P2057,Pediococcus_damnosus_strain_TMW_21532,aerobe,group2
P2058,Pediococcus_inopinatus_strain_DSM_20285,aerobe,group1
P2063,Pedobacter_ginsengisoli_strain_T01R27,aerobe,group2
P2064,Pedobacter_heparinus_DSM_2366_strain_DSM_2366,aerobe,group1
P2065,Pedobacter_roseus_strain_KACC_11594,aerobe,group2
P2066,Pedobacter_suwonensis_strain_Fj_001,aerobe,group1
P2067,Pelagibacterium_halotolerans_strain_ANSP101,aerobe,group1
P2075,Peribacillus_butanolivorans_strain_KJ40,aerobe,group1
P2076,Peribacillus_muralis_strain_G2568,aerobe,group2
P2078,Phaeobacter_inhibens_210_strain_21,aerobe,group2
P2079,Phaeobacter_piscinae_strain_P13,aerobe,group2
P2080,Phaeobacter_porticola_strain_P97,aerobe,group1
P2083,Phenylobacterium_zucineum_HLK1_strain_HLK1,aerobe,group1
P2094,Phreatobacter_stygius_strain_KCTC_52518,aerobe,group1
P2096,Phytohabitans_suffuscus_strain_NBRC_105367,aerobe,group2
P2097,Pirellula_staleyi_DSM_6068_strain_DSM_6068,aerobe,group1
P2098,Planctopirus_limnophila_DSM_3776_strain_DSM_3776,aerobe,group1
P2099,Planococcus_halocryophilus_strain_DSM_24743,aerobe,group1
P2100,Planococcus_plakortidis_strain_DSM_23997,aerobe,group1
P2101,Planococcus_versutus_strain_L1015,aerobe,group2
P2102,Plesiomonas_shigelloides_strain_Colony20,aerobe,group2
P2103,Polaribacter_sejongensis_strain_KCTC_23670,aerobe,group2
P2104,Polaromonas_naphthalenivorans_CJ2_strain_CJ2,aerobe,group1
P2105,Polynucleobacter_asymbioticus_QLWP1DMWA1_strain_QLWP1DMWA1,aerobe,group1
P2106,Polynucleobacter_difficilis_strain_AM8B5,aerobe,group2
P2107,Polynucleobacter_duraquae_strain_MWHMoK4,aerobe,group1
P2109,Polynucleobacter_wuianus_strain_QLWP1FAT50C4,aerobe,group2
P2110,Pontibacter_akesuensis_strain_AKS_1T,aerobe,group1
P2153,Proteus_mirabilis_HI4320_strain_HI4320,aerobe,group1
P2154,Providencia_alcalifaciens_strain_FDAARGOS_408,aerobe,group1
P2155,Providencia_heimbachae_strain_99101,aerobe,group1
P2156,Providencia_sneebia_DSM_19967_strain_DSM_19967,aerobe,group2
P2158,Pseudarthrobacter_equi_strain_IMMIB_L1606,aerobe,group1
P2159,Pseudarthrobacter_phenanthrenivorans_Sphe3_strain_Sphe3,aerobe,group1
P2160,Pseudoalteromonas_aliena_strain_EH1,aerobe,group1
P2161,Pseudoalteromonas_arabiensis_strain_LST1,aerobe,group2
P2162,Pseudoalteromonas_arctica_A_3712_strain_A_3712,aerobe,group2
P2163,Pseudoalteromonas_atlantica_T6c_strain_T6c,aerobe,group1
P2164,Pseudoalteromonas_lipolytica_LMEB_39_strain_LMEB_39,aerobe,group2
P2165,Pseudoalteromonas_piratica_strain_OCN003,aerobe,group1
P2166,Pseudoalteromonas_spongiae_strain_SAO44,aerobe,group1
P2172,Pseudolabrys_taiwanensis_strain_CCBB4,aerobe,group1
P2173,Pseudomonas_aeruginosa_LESB58_strain_LESB58,aerobe,group2
P2174,Pseudomonas_alcaligenes_strain_KAM426,aerobe,group1
P2175,Pseudomonas_alcaliphila_JAB1_strain_JAB1,aerobe,group1
P2176,Pseudomonas_antarctica_strain_LMG_22709,aerobe,group1
P2177,Pseudomonas_arsenicoxydans_strain_ACM1,aerobe,group1
P2178,Pseudomonas_asplenii_strain_ATCC_23835,aerobe,group1
P2179,Pseudomonas_azotoformans_strain_F77,aerobe,group1
P2180,Pseudomonas_brenneri_strain_DSM_15294,aerobe,group1
